id,document,component_name,schema_name
POCostAllocation1_CostAllocationParameterValue_238,"Schema Name: POCostAllocation1
        Component Name: CostAllocationParameterValue
        Component Type: FETCHFROMSCHEMA
        Business Purpose: This row defines a cost allocation parameter value component in the 'POCostAllocation1' schema, which retrieves 'COST' data from the 'CostAllocationMaster' model based on specific criteria.
        Technical Logic: The component_expr field uses a JSON object to specify the criteria for fetching data, including 'CostAllocationMethod', 'LOB', 'costallocationcategory', and 'ForPrdFrom'. The FETCHFROMSCHEMA component type indicates that the data is retrieved from a schema, and the component_type_value 'COST' specifies the type of data being fetched.",CostAllocationParameterValue,POCostAllocation1
TCostAllocationValue_TCostAllocationValue_239,"Schema Name: TCostAllocationValue
        Component Name: TCostAllocationValue
        Component Type: SUMFROMSCHEMA
        Business Purpose: This row defines a TCostAllocationValue component in the POCostAllocation1 model, which calculates the total cost based on the cost allocation method and document number.
        Technical Logic: The component_expr field uses a JSON object to specify the cost allocation method and document number, which are then used to calculate the SUMFROMSCHEMA value, resulting in a total cost.",TCostAllocationValue,TCostAllocationValue
POCostAllocation_TCostAllocationValue_240,"Schema Name: POCostAllocation
        Component Name: TCostAllocationValue
        Component Type: FETCHFROMSCHEMA
        Business Purpose: Unknown purpose
        Technical Logic: Unknown logic",TCostAllocationValue,POCostAllocation
POCostAllocation_CostAllocationParameterValue_241,"Schema Name: POCostAllocation
        Component Name: CostAllocationParameterValue
        Component Type: SUMFROMSCHEMA
        Business Purpose: This row defines a cost allocation parameter value for a specific model (POCostAllocation1) in the POCostAllocation schema, allowing for the calculation of total cost based on the cost allocation method and LOB.
        Technical Logic: The component_expr field uses a JSON expression to evaluate the cost allocation method and LOB, which is then used to calculate the SUMFROMSCHEMA value for the component (CostAllocationParameterValue) in the POCostAllocation schema.",CostAllocationParameterValue,POCostAllocation
POCostAllocation_CostAllocationParameterPerc_242,"Schema Name: POCostAllocation
        Component Name: CostAllocationParameterPerc
        Component Type: MATH
        Business Purpose: This row defines a cost allocation parameter percentage in the 'POCostAllocation' schema, used to allocate costs based on a specific percentage value.
        Technical Logic: The 'CostAllocationParameterPerc' component calculates the cost allocation percentage by dividing the 'CostAllocationParameterValue' by the 'TCostAllocationValue' in the 'MATH' model, resulting in a single criteria count.",CostAllocationParameterPerc,POCostAllocation
POCostAllocation_POAmountinLocalCurrency_243,"Schema Name: POCostAllocation
        Component Name: POAmountinLocalCurrency
        Component Type: SUMFROMSCHEMA
        Business Purpose: This row calculates the total cost of a purchase order in the local currency, based on the cost allocation method.
        Technical Logic: The component_expr uses a JSON expression to extract the document number and cost allocation method from the data, and then sums the cost from the schema to calculate the total cost.",POAmountinLocalCurrency,POCostAllocation
POCostAllocation_AmountinLocalCurrency_244,"Schema Name: POCostAllocation
        Component Name: AmountinLocalCurrency
        Component Type: MATH
        Business Purpose: This row defines a component in the 'POCostAllocation' schema that calculates the 'Amount in Local Currency' based on the 'PO Amount in Local Currency' and 'Cost Allocation Parameter Percentage'.
        Technical Logic: The component_expr 'POAmountinLocalCurrency * CostAllocationParameterPerc' is evaluated to calculate the 'Amount in Local Currency' by multiplying the 'PO Amount in Local Currency' with the 'Cost Allocation Parameter Percentage'.",AmountinLocalCurrency,POCostAllocation
AP_SNO_245,"Schema Name: AP
        Component Name: SNO
        Component Type: MATH
        Business Purpose: This row defines a component 'SNO' in the 'AP' schema, which is a mathematical component of type 'MATH' that calculates the 'COST' of 'SNo'. It is used as a criteria in the model 'MATH' and has a count of 1.
        Technical Logic: This component is a mathematical expression 'SNo' that is used to calculate the cost. It is a single criteria in the model 'MATH' and is likely used to determine the cost of a specific item or service.",SNO,AP
POWF_DocumentValue_246,"Schema Name: POWF
        Component Name: DocumentValue
        Component Type: MATH
        Business Purpose: This row defines a document value component in the POWF schema, specifically for the MATH model, which calculates the cost based on a single criteria.
        Technical Logic: The component_expr '1' indicates a fixed value, and the component_type 'MATH' with value 'COST' suggests a mathematical operation to calculate the cost, likely using a single criteria to determine the value.",DocumentValue,POWF
IM_PercentageofTDS_247,"Schema Name: IM
        Component Name: PercentageofTDS
        Component Type: MATH
        Business Purpose: This row represents a component in the IM schema that calculates the percentage of Total Distribution System (TDS) costs.
        Technical Logic: The PercentageofTDS component is a mathematical calculation that retrieves the TDS cost and calculates its percentage value, likely used in a model to analyze or compare TDS costs.",PercentageofTDS,IM
VM_SNO_248,"Schema Name: VM
        Component Name: SNO
        Component Type: MATH
        Business Purpose: This row defines a component named 'SNO' in the 'VM' schema, which is used to calculate the 'COST' of 'MATH' models based on a single criteria.
        Technical Logic: The component 'SNO' in the 'VM' schema is a mathematical component that evaluates to a single value '1', indicating that the 'COST' of 'MATH' models is calculated based on a single criteria.",SNO,VM
G&SRN_BT3H_ExchangeRate_249,"Schema Name: G&SRN_BT3H
        Component Name: ExchangeRate
        Component Type: MATH
        Business Purpose: This row represents a component in a mathematical model, specifically an ExchangeRate component, used to calculate costs within the G&SRN_BT3H schema.
        Technical Logic: The ExchangeRate component is a mathematical component that uses a simple expression of '1' to perform its calculation, with a single criteria, and is part of the MATH model.",ExchangeRate,G&SRN_BT3H
BT3I_DYNAMIC_CA_250,"Schema Name: BT3I
        Component Name: DYNAMIC_CA
        Component Type: MATH
        Business Purpose: This row represents a dynamic cost calculation component in the BT3I schema, used for mathematical modeling.
        Technical Logic: The component_expr '1' indicates a constant value, and the component_type 'MATH' and component_type_value 'Cost' suggest a simple arithmetic operation to calculate cost.",DYNAMIC_CA,BT3I
BT3I_LineID_251,"Schema Name: BT3I
        Component Name: LineID
        Component Type: MATH
        Business Purpose: This row defines a component named LineID in the BT3I schema, which is used to calculate the cost of a mathematical model (MATH).
        Technical Logic: The LineID component is a mathematical component of type MATH, with a value of 'Cost', and is evaluated using the expression 'LineID'. It is used in a model with 1 criteria.",LineID,BT3I
BT3I_AcceptedQty_252,"Schema Name: BT3I
        Component Name: AcceptedQty
        Component Type: MATH
        Business Purpose: This row defines a component named 'AcceptedQty' in the 'BT3I' schema, which calculates the cost based on quantity, and is used as a criteria in the 'MATH' model.
        Technical Logic: The 'AcceptedQty' component is a mathematical calculation that takes the 'Qty' expression as input and returns the 'Cost' value, with a criteria count of 1, indicating it is used as a single criteria in the 'MATH' model.",AcceptedQty,BT3I
G&SRN_BT3I_LineID_253,"Schema Name: G&SRN_BT3I
        Component Name: LineID
        Component Type: MATH
        Business Purpose: This row defines a component named 'LineID' in the 'G&SRN_BT3I' schema, which is used to calculate the 'Cost' of a model with ID 'MATH'.
        Technical Logic: The 'LineID' component is a mathematical component of type 'MATH' that uses the 'LineID' expression to calculate the 'Cost' value, and it is associated with a single criteria.",LineID,G&SRN_BT3I
G&SRN_BT3I_TotalAcceptedQty_254,"Schema Name: G&SRN_BT3I
        Component Name: TotalAcceptedQty
        Component Type: SUMFROMSCHEMA
        Business Purpose: This row represents a component in a business model that calculates the total accepted quantity of a specific cost, based on the receiver account.
        Technical Logic: The component_expr field contains a JSON object that filters data based on the receiver account, and the component_type is set to SUMFROMSCHEMA, which likely aggregates data from a schema, in this case, summing the COST value.",TotalAcceptedQty,G&SRN_BT3I
G&SRN_BT3I_Qty_255,"Schema Name: G&SRN_BT3I
        Component Name: Qty
        Component Type: MATH
        Business Purpose: This row defines a mathematical component named 'Qty' in the 'G&SRN_BT3I' schema, which calculates the cost based on quantity.
        Technical Logic: The component 'Qty' is a mathematical function of type 'MATH' with a value 'Cost', using the expression 'Qty' and having a criteria count of 1, likely used in a model 'MATH' for calculations.",Qty,G&SRN_BT3I
G&SRN_BT3I_AcceptedQty_256,"Schema Name: G&SRN_BT3I
        Component Name: AcceptedQty
        Component Type: MATH
        Business Purpose: This row represents a component in a mathematical model, specifically 'AcceptedQty', which is used to calculate the cost based on quantity.
        Technical Logic: The component 'AcceptedQty' is a mathematical expression that calculates cost based on quantity, with a component type of 'MATH' and a value of 'Cost'. It is part of a model with ID 'MATH' and has a single criteria.",AcceptedQty,G&SRN_BT3I
G&SRN_BT3I_Rate_257,"Schema Name: G&SRN_BT3I
        Component Name: Rate
        Component Type: MATH
        Business Purpose: This row represents a 'Rate' component in the 'G&SRN_BT3I' schema, used to calculate 'Cost' in the 'MATH' model, with a single criteria.
        Technical Logic: The 'Rate' component is a mathematical function that takes a single criteria and returns a 'Cost' value, utilizing the 'MATH' model's underlying logic.",Rate,G&SRN_BT3I
G&SRN_BT3I_BaseValue_258,"Schema Name: G&SRN_BT3I
        Component Name: BaseValue
        Component Type: MATH
        Business Purpose: This row represents a mathematical component in a model, specifically calculating the cost of an item in local currency.
        Technical Logic: The component 'BaseValue' of type 'MATH' with value 'Cost' is evaluated based on the expression 'AmountinLocalCurrency' and is used in 1 criteria.",BaseValue,G&SRN_BT3I
G&SRN_BT3I_OrderValue_259,"Schema Name: G&SRN_BT3I
        Component Name: OrderValue
        Component Type: MATH
        Business Purpose: This row calculates the OrderValue by multiplying the order quantity with the OrderRate in the G&SRN_BT3I schema.
        Technical Logic: The component_expr 'orderqty*OrderRate' is evaluated to compute the OrderValue, where 'orderqty' and 'OrderRate' are assumed to be existing components or fields in the model.",OrderValue,G&SRN_BT3I
G&SRN_BT3I_ExchangeRate_260,"Schema Name: G&SRN_BT3I
        Component Name: ExchangeRate
        Component Type: MATH
        Business Purpose: This row represents a component in a mathematical model, specifically 'ExchangeRate', which is used to calculate costs based on exchange rates.
        Technical Logic: The component 'ExchangeRate' is a mathematical function that takes into account the exchange rate to calculate costs, and it is used in a model with 'MATH' as its ID, with a single criteria.",ExchangeRate,G&SRN_BT3I
G&SRN_BT3I_AmountinLocalCurrency_261,"Schema Name: G&SRN_BT3I
        Component Name: AmountinLocalCurrency
        Component Type: MATH
        Business Purpose: This row defines a component in a mathematical model, specifically 'AmountinLocalCurrency', which is used to calculate costs.
        Technical Logic: The component 'AmountinLocalCurrency' is a mathematical operation (component_type: MATH) that evaluates to a cost value (component_type_value: Cost), based on the expression 'AmountinLocalCurrency' and is used in 1 criteria.",AmountinLocalCurrency,G&SRN_BT3I
G&SRN_BT3I_AmountinTransactionCurrency_262,"Schema Name: G&SRN_BT3I
        Component Name: AmountinTransactionCurrency
        Component Type: MATH
        Business Purpose: This row represents a mathematical component in a model, specifically calculating the cost of a transaction in the transaction's currency.
        Technical Logic: The component 'AmountinTransactionCurrency' is a mathematical component of type 'MATH' with a value of 'Cost', which is evaluated based on the expression 'AmountinTransactionCurrency' and is used in 1 criteria.",AmountinTransactionCurrency,G&SRN_BT3I
G&SRN_BT3I_orderqty_263,"Schema Name: G&SRN_BT3I
        Component Name: orderqty
        Component Type: MATH
        Business Purpose: This row defines a mathematical component in the G&SRN_BT3I schema, specifically calculating the cost based on the order quantity.
        Technical Logic: The component_expr 'orderqty' suggests that the component is directly referencing the 'orderqty' field, and the component_type 'MATH' with value 'Cost' implies that it's performing a mathematical operation to calculate the cost, likely using a simple formula.",orderqty,G&SRN_BT3I
G&SRN_BT3I_orderrate_264,"Schema Name: G&SRN_BT3I
        Component Name: orderrate
        Component Type: MATH
        Business Purpose: This row represents a component in a model that calculates the cost of an order, with a single criteria.
        Technical Logic: The 'orderrate' component is a mathematical function of type 'MATH' that evaluates the 'Cost' component expression, likely using a formula or calculation to determine the order cost, based on a single criteria.",orderrate,G&SRN_BT3I
G&SRN_BT3I_ReceivedQty_265,"Schema Name: G&SRN_BT3I
        Component Name: ReceivedQty
        Component Type: MATH
        Business Purpose: This row defines a mathematical component 'ReceivedQty' in the schema 'G&SRN_BT3I' that calculates the cost based on the quantity.
        Technical Logic: The component 'ReceivedQty' is a mathematical function of type 'MATH' that takes 'Qty' as input and returns 'Cost' as output, with a single criteria.",ReceivedQty,G&SRN_BT3I
CostAllocationMaster_CNT_CostAllocationValue_266,"Schema Name: CostAllocationMaster
        Component Name: CNT_CostAllocationValue
        Component Type: MATH
        Business Purpose: This row defines a cost allocation component in the CostAllocationMaster schema, which is used to calculate the cost allocation value based on mathematical criteria.
        Technical Logic: The component 'CNT_CostAllocationValue' is a mathematical component of type 'MATH' with a value of 'COST', which is calculated using the expression 'CostAllocationValue' and is used in 1 criteria.",CNT_CostAllocationValue,CostAllocationMaster
CostAllocationMaster_PERC_CostAllocationValue_267,"Schema Name: CostAllocationMaster
        Component Name: PERC_CostAllocationValue
        Component Type: MATH
        Business Purpose: This row defines a cost allocation component in the CostAllocationMaster schema, specifically for calculating the cost allocation value using mathematical operations.
        Technical Logic: The component 'PERC_CostAllocationValue' of type 'MATH' with value 'COST' and expression 'CostAllocationValue' is used to perform mathematical calculations on the model 'MATH', with a single criteria, to determine the cost allocation value.",PERC_CostAllocationValue,CostAllocationMaster
CostAllocationMaster_CostAllocationParameterValue_268,"Schema Name: CostAllocationMaster
        Component Name: CostAllocationParameterValue
        Component Type: MATH
        Business Purpose: This row defines a cost allocation parameter value component in the CostAllocationMaster schema, used to calculate the cost allocation value based on percentage and count.
        Technical Logic: The component_expr 'PERC_CostAllocationValue + CNT_CostAllocationValue' is evaluated to calculate the cost allocation value, where PERC_CostAllocationValue and CNT_CostAllocationValue are likely other components that represent percentage and count values respectively.",CostAllocationParameterValue,CostAllocationMaster
G&SRNCostAllocation1_CostAllocationParameterValue_269,"Schema Name: G&SRNCostAllocation1
        Component Name: CostAllocationParameterValue
        Component Type: FETCHFROMSCHEMA
        Business Purpose: This row defines a cost allocation parameter value in the G&SRNCostAllocation1 schema, specifically for the CostAllocationMaster model. It fetches the cost allocation method, LOB, cost allocation category, and CAPrdFrom from the schema.
        Technical Logic: The component_expr field uses a JSON object to fetch specific values from the schema, which are then used to populate the cost allocation parameter value. The FETCHFROMSCHEMA component type is used to retrieve data from the schema.",CostAllocationParameterValue,G&SRNCostAllocation1
TCostAllocationValue_TCostAllocationValue_270,"Schema Name: TCostAllocationValue
        Component Name: TCostAllocationValue
        Component Type: SUMFROMSCHEMA
        Business Purpose: This row defines a component in the TCostAllocationValue schema that calculates the total cost from a schema, specifically for the 'COST' component type, and is used in a model with the ID 'G&SRNCostAllocation1'.
        Technical Logic: This component uses the SUMFROMSCHEMA component type to aggregate data from a schema, with the component expression evaluating to a JSON object containing 'CostAllocationMethod' and 'createdid' (document number) properties, and is used in a model with a single criteria.",TCostAllocationValue,TCostAllocationValue
AD_Parameter1_271,"Schema Name: AD
        Component Name: Parameter1
        Component Type: MATH
        Business Purpose: This row defines a parameter named 'Parameter1' in the 'AD' schema, which is used in a mathematical model 'MATH' to represent the cost.
        Technical Logic: This row creates a component of type 'MATH' with value 'COST' in the 'AD' schema, where the component expression is directly linked to the component name 'Parameter1'.",Parameter1,AD
AD_SingleTresholdLimit_272,"Schema Name: AD
        Component Name: SingleTresholdLimit
        Component Type: MATH
        Business Purpose: This row represents a single threshold limit component in the 'AD' schema, used to evaluate a cost-based criteria in the 'MATH' model.
        Technical Logic: The 'SingleTresholdLimit' component applies a cost-based evaluation logic, utilizing a single criteria to determine the outcome, with a total of 1 criteria being considered.",SingleTresholdLimit,AD
AD_CummThresholdLimit_273,"Schema Name: AD
        Component Name: CummThresholdLimit
        Component Type: MATH
        Business Purpose: This row defines a component named CummThresholdLimit in the AD schema, which is used to calculate the cost in a mathematical model.
        Technical Logic: The component_expr 'CummThresholdLimit' suggests that this component is used to evaluate a cumulative threshold limit, likely used in a decision-making process, and is associated with a single criterion.",CummThresholdLimit,AD
ExpAcc_journalsno_274,"Schema Name: ExpAcc
        Component Name: journalsno
        Component Type: MATH
        Business Purpose: This row defines a component in the 'ExpAcc' schema that calculates the cost of journals for the 'MATH' model, based on a single criteria.
        Technical Logic: The component_expr '1' indicates that the cost is a fixed value, and the component_type 'MATH' and component_type_value 'COST' specify the mathematical operation and its type, respectively.",journalsno,ExpAcc
ExpAcc_ExchangeRate_275,"Schema Name: ExpAcc
        Component Name: ExchangeRate
        Component Type: MATH
        Business Purpose: This row represents a component in the 'ExpAcc' schema that calculates the exchange rate for the 'MATH' model, specifically for the 'COST' component type.
        Technical Logic: The 'ExchangeRate' component is a mathematical component that retrieves the exchange rate value from the 'ExchangeRate' expression, and is used once in the criteria count.",ExchangeRate,ExpAcc
ExpAcc_Value_276,"Schema Name: ExpAcc
        Component Name: Value
        Component Type: SUMFROMSCHEMA
        Business Purpose: This row defines a component named 'Value' in the 'ExpAcc' schema, which calculates the sum of 'COST' from another schema, used as a criteria in a model with ID 'G&SRN_BT3I'.
        Technical Logic: The component_expr field contains a JSON object that is not actually used in this case, as the component_type is 'SUMFROMSCHEMA'. The actual logic is defined by the component_type and component_type_value, which specify the operation to be performed (summing 'COST' from another schema).",Value,ExpAcc
ExpAcc_AmountinLocalCurrency1_277,"Schema Name: ExpAcc
        Component Name: AmountinLocalCurrency1
        Component Type: MATH
        Business Purpose: This row represents a mathematical component in the 'ExpAcc' schema that calculates the amount in local currency, specifically the cost, by subtracting the 'Value' from an unknown source.
        Technical Logic: The component 'AmountinLocalCurrency1' in the 'ExpAcc' schema uses a mathematical operation to calculate the cost, which is represented by the expression '-(Value)', indicating a subtraction of the 'Value' from an unknown source, likely another component or value in the model.",AmountinLocalCurrency1,ExpAcc
ExpAcc_AmountinLocalCurrency2_278,"Schema Name: ExpAcc
        Component Name: AmountinLocalCurrency2
        Component Type: MATH
        Business Purpose: This row defines a component in the 'ExpAcc' schema that calculates the 'Amount in Local Currency' based on the 'Value' criteria, specifically for the 'COST' type, within the 'MATH' model.
        Technical Logic: The 'AmountinLocalCurrency2' component is a mathematical operation (component_type: 'MATH') that evaluates to 'COST' (component_type_value: 'COST') within the 'MATH' model (model_id: 'MATH'), utilizing a single criteria (criteria_count: 1) represented by the 'Value' expression (component_expr: 'Value').",AmountinLocalCurrency2,ExpAcc
ExpAcc_AmountinLocalCurrency_279,"Schema Name: ExpAcc
        Component Name: AmountinLocalCurrency
        Component Type: MATH
        Business Purpose: This row calculates the total amount in local currency by summing the 'AmountinLocalCurrency1' and 'AmountinLocalCurrency2' components in the 'ExpAcc' schema.
        Technical Logic: The 'AmountinLocalCurrency' component is a mathematical operation that adds the values of 'AmountinLocalCurrency1' and 'AmountinLocalCurrency2' based on the 'COST' component type, and is used in the 'MATH' model.",AmountinLocalCurrency,ExpAcc
ExpAcc_AmountinTransactionCurrency_280,"Schema Name: ExpAcc
        Component Name: AmountinTransactionCurrency
        Component Type: MATH
        Business Purpose: This row calculates the cost of a transaction in the local currency by dividing the transaction amount in the local currency by the exchange rate.
        Technical Logic: The component 'AmountinTransactionCurrency' is a mathematical component of type 'MATH' that uses the expression 'AmountinLocalCurrency/ExchangeRate' to calculate the cost of a transaction, with a criteria count of 1.",AmountinTransactionCurrency,ExpAcc
TDSAcc_journalsno_281,"Schema Name: TDSAcc
        Component Name: journalsno
        Component Type: MATH
        Business Purpose: This row defines a component in the TDSAcc schema, specifically a journal number component for the MATH model, which is used to calculate the cost.
        Technical Logic: The component_expr '1' indicates that the component is a fixed value, and the component_type 'MATH' and component_type_value 'COST' suggest that it is used in a mathematical calculation to determine a cost value.",journalsno,TDSAcc
TDSAcc_ExchangeRate_282,"Schema Name: TDSAcc
        Component Name: ExchangeRate
        Component Type: MATH
        Business Purpose: This row defines a component in the TDSAcc schema, specifically an ExchangeRate component of type MATH, used for calculating COST, with a single criteria.
        Technical Logic: This component is a mathematical function (MATH) that calculates the ExchangeRate, with a value of COST, based on a single criteria, and is part of the TDSAcc schema.",ExchangeRate,TDSAcc
TDSAcc_BaseValue_283,"Schema Name: TDSAcc
        Component Name: BaseValue
        Component Type: SUMFROMSCHEMA
        Business Purpose: This row represents a component in the TDSAcc schema that calculates the sum of 'COST' values from another schema, with a single criteria, and is used to derive the 'BaseValue'.
        Technical Logic: The component_expr field contains a JSON object that is likely used to filter or transform data, but in this case, it appears to be a placeholder with a uuid value. The component_type 'SUMFROMSCHEMA' indicates that this component aggregates data from another schema, and the component_type_value 'COST' specifies the field to sum.",BaseValue,TDSAcc
TDSAcc_TDSRate_284,"Schema Name: TDSAcc
        Component Name: TDSRate
        Component Type: MATH
        Business Purpose: This row represents a TDS rate component in the TDSAcc schema, used to calculate the cost of TDS based on a percentage.
        Technical Logic: The component_expr 'PercentageofTDS' likely uses a mathematical formula to calculate the TDS rate, and the criteria_count of 1 indicates that this component is based on a single criteria.",TDSRate,TDSAcc
TDSAcc_Value_285,"Schema Name: TDSAcc
        Component Name: Value
        Component Type: MATH
        Business Purpose: This row calculates the cost of a product by multiplying the base value with the TDS rate and dividing by 100.
        Technical Logic: The component 'Value' of model 'MATH' with ID 'MATH' uses the formula 'BaseValue*TDSRate/100' to calculate the cost, which is a mathematical operation involving multiplication, division, and variable substitution.",Value,TDSAcc
TDSAcc_AmountinLocalCurrency1_286,"Schema Name: TDSAcc
        Component Name: AmountinLocalCurrency1
        Component Type: MATH
        Business Purpose: This row represents a calculation component in the TDSAcc schema, specifically calculating the amount in local currency for the 'MATH' model, using the 'COST' value and subtracting the 'Value' from it.
        Technical Logic: The component_expr '-(Value)' indicates a mathematical operation where the 'Value' is subtracted from the result, likely using a cost-based calculation for the 'MATH' model.",AmountinLocalCurrency1,TDSAcc
TDSAcc_AmountinLocalCurrency2_287,"Schema Name: TDSAcc
        Component Name: AmountinLocalCurrency2
        Component Type: MATH
        Business Purpose: This row defines a component in the TDSAcc schema that calculates the amount in local currency, specifically the cost, based on a value.
        Technical Logic: The component 'AmountinLocalCurrency2' of type 'MATH' with value 'COST' is used in the 'MATH' model, and it is based on a single criteria, which is evaluated to determine the final result.",AmountinLocalCurrency2,TDSAcc
TDSAcc_AmountinLocalCurrency_288,"Schema Name: TDSAcc
        Component Name: AmountinLocalCurrency
        Component Type: MATH
        Business Purpose: This row calculates the total amount in local currency by summing the 'AmountinLocalCurrency1' and 'AmountinLocalCurrency2' components in the 'TDSAcc' schema.
        Technical Logic: The 'AmountinLocalCurrency' component is a mathematical operation that adds the values of 'AmountinLocalCurrency1' and 'AmountinLocalCurrency2' based on the 'COST' component type, and is part of the 'MATH' model with a single criteria.",AmountinLocalCurrency,TDSAcc
TDSAcc_AmountinTransactionCurrency_289,"Schema Name: TDSAcc
        Component Name: AmountinTransactionCurrency
        Component Type: MATH
        Business Purpose: This row defines a component in the TDSAcc schema that calculates the cost of a transaction in the local currency, taking into account the exchange rate.
        Technical Logic: The component 'AmountinTransactionCurrency' is a mathematical operation that divides the 'AmountinLocalCurrency' by the 'ExchangeRate' to determine the cost of a transaction in the local currency.",AmountinTransactionCurrency,TDSAcc
Provision_journalsno_290,"Schema Name: Provision
        Component Name: journalsno
        Component Type: MATH
        Business Purpose: This row defines a journal number component in the Provision schema, used to track cost-related data for the MATH model.
        Technical Logic: The component_expr '1' indicates a fixed value, and the component_type 'MATH' and component_type_value 'COST' specify the mathematical operation and its type, respectively. The criteria_count of 1 suggests a single criteria is being evaluated.",journalsno,Provision
Provision_ExchangeRate_291,"Schema Name: Provision
        Component Name: ExchangeRate
        Component Type: MATH
        Business Purpose: This row defines a component in the Provision schema, specifically an ExchangeRate component of type MATH, used for calculating COST, which is used as a criteria in the model.
        Technical Logic: The ExchangeRate component is a mathematical component that retrieves the ExchangeRate value, which is then used as a criteria in the model with a count of 1, indicating it is a single criteria.",ExchangeRate,Provision
Provision_ExpAccValue_292,"Schema Name: Provision
        Component Name: ExpAccValue
        Component Type: SUMFROMSCHEMA
        Business Purpose: This row defines a component in the 'Provision' schema that calculates the sum of 'COST' values from the 'ExpAcc' model, used as a criteria for 1 condition.
        Technical Logic: The component_expr field contains a JSON object that is likely used to filter or transform data, but in this case, it appears to be a placeholder with a UUID value. The component_type 'SUMFROMSCHEMA' indicates that the component aggregates data from the schema, and the component_type_value 'COST' specifies the field to sum.",ExpAccValue,Provision
Provision_TDSAccValue_293,"Schema Name: Provision
        Component Name: TDSAccValue
        Component Type: SUMFROMSCHEMA
        Business Purpose: This row defines a component in the 'Provision' schema that calculates the sum of 'COST' values from the 'TDSAcc' model, with a criteria count of 1.
        Technical Logic: The component_expr field contains a JSON object that is likely used to filter or transform data, but its current value is a placeholder with 'uuid' as the key and value. The component_type is set to 'SUMFROMSCHEMA', indicating that it will sum values from the schema, and the component_type_value is set to 'COST', specifying the field to sum.",TDSAccValue,Provision
Provision_AmountinLocalCurrency1_294,"Schema Name: Provision
        Component Name: AmountinLocalCurrency1
        Component Type: MATH
        Business Purpose: This row defines a component in the 'Provision' schema that calculates the total amount in local currency, taking into account the expense account value and the tax deduction account value.
        Technical Logic: The component 'AmountinLocalCurrency1' uses a mathematical operation to calculate its value, specifically 'ExpAccValue + TDSAccValue', where 'ExpAccValue' and 'TDSAccValue' are likely other components or values in the model, and 'MATH' is the model ID indicating a mathematical operation.",AmountinLocalCurrency1,Provision
Provision_AmountinLocalCurrency2_295,"Schema Name: Provision
        Component Name: AmountinLocalCurrency2
        Component Type: MATH
        Business Purpose: This row calculates the amount in local currency, taking into account the expenses and taxes, by subtracting the total expenses and tax deductions from the expense account value.
        Technical Logic: The component 'AmountinLocalCurrency2' uses a mathematical expression '-(ExpAccValue + TDSAccValue)' to calculate the result, where 'ExpAccValue' and 'TDSAccValue' are presumably database fields representing expenses and tax deductions, respectively.",AmountinLocalCurrency2,Provision
Provision_AmountinLocalCurrency_296,"Schema Name: Provision
        Component Name: AmountinLocalCurrency
        Component Type: MATH
        Business Purpose: This row calculates the total amount in local currency by summing 'AmountinLocalCurrency1' and 'AmountinLocalCurrency2' for the 'MATH' model in the 'Provision' schema.
        Technical Logic: The 'AmountinLocalCurrency' component uses a mathematical operation ('MATH') with a value of 'COST' to evaluate the expression 'AmountinLocalCurrency1+AmountinLocalCurrency2', resulting in a total criteria count of 1.",AmountinLocalCurrency,Provision
Provision_AmountinTransactionCurrency_297,"Schema Name: Provision
        Component Name: AmountinTransactionCurrency
        Component Type: MATH
        Business Purpose: This row defines a component in the 'Provision' schema that calculates the cost of a transaction in the local currency, taking into account the exchange rate.
        Technical Logic: The component 'AmountinTransactionCurrency' in the 'Provision' schema uses a mathematical operation to calculate the cost of a transaction in the local currency by dividing the 'AmountinLocalCurrency' by the 'ExchangeRate'.",AmountinTransactionCurrency,Provision
GRIRAc_journalsno_298,"Schema Name: GRIRAc
        Component Name: journalsno
        Component Type: MATH
        Business Purpose: This row defines a component in the GRIRAc schema that calculates the cost of journals for the MATH model.
        Technical Logic: The component_expr '1' indicates that the component always returns a value of 1, regardless of the input criteria, and the component_type_value 'COST' specifies that the component represents a cost. The component_type 'MATH' suggests that this component is part of a mathematical model.",journalsno,GRIRAc
GRIRAc_ExchangeRate_299,"Schema Name: GRIRAc
        Component Name: ExchangeRate
        Component Type: MATH
        Business Purpose: This row represents a component in the GRIRAc schema, specifically an ExchangeRate component of type MATH, used in the MATH model, which evaluates the cost of ExchangeRate.
        Technical Logic: The backend operation of this component involves evaluating the ExchangeRate component expression, which is the component itself, and counting the number of criteria associated with it, which is 1 in this case.",ExchangeRate,GRIRAc
GRIRAc_ExpAccValue_300,"Schema Name: GRIRAc
        Component Name: ExpAccValue
        Component Type: FETCHFROMSCHEMA
        Business Purpose: This row fetches the cost value from the GRIRAc schema, specifically for the ExpAcc model, and uses it as a criteria in the ExpAccValue component.
        Technical Logic: The FETCHFROMSCHEMA component_type operation retrieves the 'COST' value from the GRIRAc schema, using the component_expr to filter the result, which is then used as a criteria in the ExpAccValue component.",ExpAccValue,GRIRAc
GRIRAc_TDSAccValue_301,"Schema Name: GRIRAc
        Component Name: TDSAccValue
        Component Type: FETCHFROMSCHEMA
        Business Purpose: This row fetches the cost value from the GRIRAc schema for the TDSAcc model, likely used for cost calculation purposes.
        Technical Logic: The FETCHFROMSCHEMA component type retrieves a value from a schema, in this case, the COST value from the GRIRAc schema for the TDSAcc model, based on the provided component_expr which is a UUID.",TDSAccValue,GRIRAc
